DISTRICT_NAME,COUNTY_NAME,FIELD_NAME,OPERATOR_NAME,OPERATOR_NO,LEASE_NAME,OG_CODE,LEASE_ID,WELL_NO,API,WB_Months_Inactive
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,"ROCOSO RESOURCES, LLC",723569,MATTHEWS B,O,03340,21,41736105,279
04,STARR,"RINCON, NORTH (FRIO B)","WESTERN GLOBAL OIL, INC",911915,"GARZA, JUAN M.",G,033424,2,42701176,279
01,CALDWELL,SPILLER,NORTEX OIL & GAS CORP.,613530,"PRATT, R. T.",O,03352,5,05503815,279
05,LEON,MCGUIRE (SUBCLARKSVILLE),PETROLEUM ASSET MANAGEMENT CORP,660285,COLLINS,O,03354,1,28930505,87
7B,BROWN,BROWN CO. REGULAR (MARBLE FALLS),JAM OIL & GAS COMPANY,429615,"SCOTT, IRVINE D.",G,033562,2,04980116,279
04,WILLACY,WILLAMAR,PHOENIX OIL FIELD EQUIPMENT CO.,664142,"FOX, GORMAN, ETAL",O,03364,1,48900381,279
05,HOPKINS,MITCHELL CREEK (RODESSA),"ALARON ENERGY, INC.",010450,HEDRICK,O,03365,1,22330439,58
05,HOPKINS,MITCHELL CREEK (RODESSA),"ALARON ENERGY, INC.",010450,HEDRICK,O,03365,2,22330444,223
04,WILLACY,WILLAMAR,"CHESTNUT EXPLOR. AND PROD., INC.",147847,SAUZ RANCH MULATOS PASTURE,O,03366,35,48900274,62
04,WILLACY,WILLAMAR,"CHESTNUT EXPLOR. AND PROD., INC.",147847,SAUZ RANCH MULATOS PASTURE,O,03366,47,48900306,279
04,WILLACY,WILLAMAR,"CHESTNUT EXPLOR. AND PROD., INC.",147847,SAUZ RANCH MULATOS PASTURE,O,03366,64,48900279,279
04,WILLACY,WILLAMAR,"CHESTNUT EXPLOR. AND PROD., INC.",147847,SAUZ RANCH MULATOS PASTURE,O,03366,78,48900202,147
04,WILLACY,WILLAMAR,"CHESTNUT EXPLOR. AND PROD., INC.",147847,SAUZ RANCH MULATOS PASTURE,O,03366,152,48930028,84
04,WILLACY,WILLAMAR,"CHESTNUT EXPLOR. AND PROD., INC.",147847,SAUZ RANCH MULATOS PASTURE,O,03366,155,48930067,62
04,WILLACY,WILLAMAR,"CHESTNUT EXPLOR. AND PROD., INC.",147847,SAUZ RANCH MULATOS PASTURE,O,03366,169,48930640,279
06,PANOLA,"BETHANY, NE. (3720 SAND)","NITSCHKE, DAN E.",611020,TILLER-CRENSHAW,O,03368,2 U,36580310,33
06,PANOLA,"BETHANY, NE. (3720 SAND)","NITSCHKE, DAN E.",611020,TILLER-CRENSHAW,O,03368,3 U,36500900,33
05,NAVARRO,CORSICANA (SHALLOW),TEJAS FARMS,841297,"BANCROFT, DANNY",O,03369,1,34934349,41
06,PANOLA,"BETHANY, NE. (LIME 3850)","NITSCHKE, DAN E.",611020,TILLER-CRENSHAW,O,03370,2 L,36580313,33
06,PANOLA,"BETHANY, NE. (LIME 3850)","NITSCHKE, DAN E.",611020,TILLER-CRENSHAW,O,03370,3 L,36580314,33
06,PANOLA,"BETHANY, NE. (LIME 3850)","NITSCHKE, DAN E.",611020,TILLER-CRENSHAW,O,03370,B  2 L,36500908,33
02,CALHOUN,SHERIFF (F-3),FORMATION RESOURCES LLC,276936,"BOYD, C. H.",G,033749,5,05700473,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"EAKIN, L. O.",O,03382,1,17930013,52
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"EAKIN, L. O.",O,03382,3,17931722,52
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"EAKIN, L. O.",O,03382,4,17931935,52
05,VAN ZANDT,"EDGEWOOD, NE. (SMACKOVER)","DYERSDALE PRODUCTION CO, INC.",237752,NORTHEAST EDGEWOOD UNIT,G,033853,1,46701051,279
01,ATASCOSA,"CROWN, E. (NAVARRO)",ROLAND OIL COMPANY,726696,SUTTON SUSSEX E. CROWN FLOOD UNI,O,03387,4,01301578,36
01,ATASCOSA,"CROWN, E. (NAVARRO)",ROLAND OIL COMPANY,726696,SUTTON SUSSEX E. CROWN FLOOD UNI,O,03387,5,01301616,36
01,ATASCOSA,"CROWN, E. (NAVARRO)",ROLAND OIL COMPANY,726696,SUTTON SUSSEX E. CROWN FLOOD UNI,O,03387,9,01301641,36
01,ATASCOSA,"CROWN, E. (NAVARRO)",ROLAND OIL COMPANY,726696,SUTTON SUSSEX E. CROWN FLOOD UNI,O,03387,15R,01333931,49
01,ATASCOSA,"CROWN, E. (NAVARRO)",ROLAND OIL COMPANY,726696,SUTTON SUSSEX E. CROWN FLOOD UNI,O,03387,17,01303051,36
01,ATASCOSA,"CROWN, E. (NAVARRO)",ROLAND OIL COMPANY,726696,SUTTON SUSSEX E. CROWN FLOOD UNI,O,03387,24,01380568,36
01,ATASCOSA,"CROWN, E. (NAVARRO)",ROLAND OIL COMPANY,726696,SUTTON SUSSEX E. CROWN FLOOD UNI,O,03387,14R,01333936,37
10,WHEELER,"PANHANDLE, EAST","SLT DAKOTA OPERATING, INC.",740337,"DOUGLAS, R. F.",G,033871,4,48380430,197
02,BEE,"CAESAR, SOUTH (SLICK)","MISSION RIVER SYSTEMS, INC.",570411,"DAHL, A. F.",O,03389,1,02500392,268
05,FALLS,SATIN,SEARCHERS EXPLORATION,762199,THIGPEN. ROBERT,O,03389,3,14530710,242
04,WILLACY,"WILLAMAR, WEST","CHESTNUT EXPLOR. AND PROD., INC.",147847,SAUZ RANCH MULATOS PASTURE,O,03390,10,48900205,279
04,WILLACY,"WILLAMAR, WEST","CHESTNUT EXPLOR. AND PROD., INC.",147847,SAUZ RANCH MULATOS PASTURE,O,03390,177,48930835,68
04,WILLACY,"WILLAMAR, WEST","CHESTNUT EXPLOR. AND PROD., INC.",147847,SAUZ RANCH MULATOS PASTURE,O,03390,190,48930882,59
04,WILLACY,"WILLAMAR, WEST","CHESTNUT EXPLOR. AND PROD., INC.",147847,SAUZ RANCH MULATOS PASTURE,O,03390,206,48930875,128
04,WILLACY,"WILLAMAR, WEST","CHESTNUT EXPLOR. AND PROD., INC.",147847,SAUZ RANCH MULATOS PASTURE,O,03390,215,48930908,279
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,GORE DRILLING CO.,317220,"ELLIOTT, R. B.",O,03390,1,41780922,279
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,GORE DRILLING CO.,317220,"ELLIOTT, R. B.",O,03390,3,41780923,279
02,GOLIAD,CLARKSON (FRIO 5050),"SHAY, MARY AGNES POWER",772650,FEE,G,033946,2,17501942,279
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,"BROOKS, L. W., JR.",097240,"DAVIS, G. R. -B-",O,03418,3,41781004,279
06,UPSHUR,NEW DIANA (WOODBINE),KADS OIL INC,450062,"SMITH, L. R.",O,03422,1,45900208,279
02,CALHOUN,SHERIFF (F-1),FORMATION RESOURCES LLC,276936,"BOYD, ALEX",G,034229,3 U,05700506,279
02,VICTORIA,VICTORIA (4000),R & S SERVICES,687500,"DEAVERS, D. F. -A-",G,034390,1,46900491,279
02,REFUGIO,REFUGIO OLD (3400),"STARRETT, C. E.",816000,"RYALS, N. J.",G,034434,11,39102662,279
08,CRANE,LEA (ELLENBURGER),SIANA OIL & GAS,779259,"BARNSLEY, M. L. -C-",O,03446,2,10302975,67
05,LEON,"ALABAMA FERRY (GLENROSE ""D"")","KTR MANAGEMENT COMPANY, LLC",448983,"CANDLER, W.H. JR. SWD",O,03447,1,28931040,125
05,LEON,PLEASANT RIDGE (WOODBINE),A & P OIL & GAS,000480,"MCCORMICK, W.M.",O,03449,1,28931175,87
01,LA SALLE,RODRIQUEZ (SHALLOW),BOOMERANG OIL & GAS LLC,082590,RODRIQUEZ /SHALLOW/ FLD. UNIT,O,03450,1,28331117,228
01,LA SALLE,RODRIQUEZ (SHALLOW),BOOMERANG OIL & GAS LLC,082590,RODRIQUEZ /SHALLOW/ FLD. UNIT,O,03450,1A,28380076,180
01,LA SALLE,RODRIQUEZ (SHALLOW),BOOMERANG OIL & GAS LLC,082590,RODRIQUEZ /SHALLOW/ FLD. UNIT,O,03450,6E,28380080,228
01,LA SALLE,RODRIQUEZ (SHALLOW),BOOMERANG OIL & GAS LLC,082590,RODRIQUEZ /SHALLOW/ FLD. UNIT,O,03450,8E,28380082,228
01,LA SALLE,RODRIQUEZ (SHALLOW),BOOMERANG OIL & GAS LLC,082590,RODRIQUEZ /SHALLOW/ FLD. UNIT,O,03450,13E,28380087,204
01,LA SALLE,RODRIQUEZ (SHALLOW),BOOMERANG OIL & GAS LLC,082590,RODRIQUEZ /SHALLOW/ FLD. UNIT,O,03450,14E,28380088,228
01,LA SALLE,RODRIQUEZ (SHALLOW),BOOMERANG OIL & GAS LLC,082590,RODRIQUEZ /SHALLOW/ FLD. UNIT,O,03450,29E,28380098,204
01,LA SALLE,RODRIQUEZ (SHALLOW),BOOMERANG OIL & GAS LLC,082590,RODRIQUEZ /SHALLOW/ FLD. UNIT,O,03450,37E,28331080,180
01,LA SALLE,RODRIQUEZ (SHALLOW),BOOMERANG OIL & GAS LLC,082590,RODRIQUEZ /SHALLOW/ FLD. UNIT,O,03450,79A,28331166,180
01,LA SALLE,RODRIQUEZ (SHALLOW),BOOMERANG OIL & GAS LLC,082590,RODRIQUEZ /SHALLOW/ FLD. UNIT,O,03450,84A,28330957,228
01,LA SALLE,RODRIQUEZ (SHALLOW),BOOMERANG OIL & GAS LLC,082590,RODRIQUEZ /SHALLOW/ FLD. UNIT,O,03450,98A,28330997,64
01,LA SALLE,RODRIQUEZ (SHALLOW),BOOMERANG OIL & GAS LLC,082590,RODRIQUEZ /SHALLOW/ FLD. UNIT,O,03450,115A,28331302,54
08,CRANE,LEA (ELLENBURGER),SIANA OIL & GAS,779259,"LEA, P. J.",O,03450,1 E,10330808,69
02,REFUGIO,REFUGIO-FOX (4800),PACE PRODUCTION CO.,631757,"HEARD, GEORGIA",O,03452,3,39102513,246
10,HUTCHINSON,"PANHANDLE, WEST","NEW-TEX OPERATING, LLC",606154,STATE -A-,G,034542,A  9,23380616,109
10,HUTCHINSON,"PANHANDLE, WEST (RED CAVE)","NEW-TEX OPERATING, LLC",606154,STATE -A-,G,034547,60R,23380619,109
10,LIPSCOMB,"DARROUZETT, NW. (TONKAWA)","BYNG ENERGY GROUP, INC.",118732,JENKINS,O,03460,1,29580642,93
01,MILAM,MINERVA-ROCKDALE,"TT OPERATING, LLC",872252,"COOK, E. M.",O,03465,9,33100824,78
01,MILAM,MINERVA-ROCKDALE,"TT OPERATING, LLC",872252,"COOK, E. M.",O,03465,1,33180372,78
01,MILAM,MINERVA-ROCKDALE,"TT OPERATING, LLC",872252,"COOK, E. M.",O,03465,2,33100202,78
01,MILAM,MINERVA-ROCKDALE,"TT OPERATING, LLC",872252,"COOK, E. M.",O,03465,4,33100203,78
01,MILAM,MINERVA-ROCKDALE,"TT OPERATING, LLC",872252,"COOK, E. M.",O,03465,6,33100205,78
01,MILAM,MINERVA-ROCKDALE,"TT OPERATING, LLC",872252,"COOK, E. M.",O,03465,7,33100206,78
06,UPSHUR,NEW DIANA (WOODBINE),KADS OIL INC,450062,RODGERS-HILL UNIT,O,03477,1,45900209,279
01,CALDWELL,LULING-BRANYON,S & T SALVAGE,741625,PATTON,O,03482,4,05501918,259
01,CALDWELL,LULING-BRANYON,S & T SALVAGE,741625,PATTON,O,03482,7,05505001,259
08,PECOS,"LEHN-APCO, NORTH (1600)","MOLDER, TOM",574060,STATE-HALL UNIT,O,03482,1,37105328,62
08,PECOS,"LEHN-APCO, NORTH (1600)","MOLDER, TOM",574060,STATE-HALL UNIT,O,03482,4,37180239,62
08,PECOS,"LEHN-APCO, NORTH (1600)","MOLDER, TOM",574060,STATE-HALL UNIT,O,03482,6,37105333,62
08,PECOS,"LEHN-APCO, NORTH (1600)","MOLDER, TOM",574060,STATE-HALL UNIT,O,03482,7W,37105334,46
08,PECOS,"LEHN-APCO, NORTH (1600)","MOLDER, TOM",574060,STATE-HALL UNIT,O,03482,11W,37105338,46
08,PECOS,"LEHN-APCO, NORTH (1600)","MOLDER, TOM",574060,STATE-HALL UNIT,O,03482,13,37180241,62
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,CONTINENTAL PACIFIC CORPORATION,173755,"HUSKEY, L. C. -D-",O,03486,17,41781246,279
7B,ERATH,X-RAY (MARBLE FALLS),MINGUS OIL & GAS,569683,T. P. FEE /FD-41-B/,G,034866,1,14300078,53
7B,ERATH,X-RAY (MARBLE FALLS),MINGUS OIL & GAS,569683,T. P. FEE /FD-41-B/,G,034868,2,14300079,51
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,"GROTHE BROS., INC.",335430,"WALKER, B. S., EST. -M-",O,03491,1,41781364,180
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,"GROTHE BROS., INC.",335430,"WALKER, B. S., EST. -M-",O,03491,2,41781365,180
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,"GROTHE BROS., INC.",335430,"WALKER, B. S., EST. -M-",O,03491,3,41781366,180
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,"GROTHE BROS., INC.",335430,"WALKER, B. S., EST. -M-",O,03491,4,41781367,198
01,CALDWELL,LULING-BRANYON,"EAGLE FORD OIL CO., INC.",238351,"CARTWRIGHT, A. M.",O,03493,1,05503706,91
01,CALDWELL,LULING-BRANYON,"EAGLE FORD OIL CO., INC.",238351,"CARTWRIGHT, A. M.",O,03493,2,05503707,91
02,JACKSON,"TEXANA, NORTH (5800)","SEQUOIA FOSSIL FUELS, INC.",767534,"SIMONS, T. K.",G,034930,1,23903425,185
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"STEPHENS, J.",O,03496,1 B,17985131,46
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"STEPHENS, J.",O,03496,2 B,17985132,46
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"STEPHENS, J.",O,03496,3 B,17931173,46
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"STEPHENS, J.",O,03496,4 B,17931568,46
02,GOLIAD,WESER (RECKLAW 7600),"ADVANTAGE OIL & GAS, INC.",008511,"WEBB, OLLIE -A-",G,035035,3,17501827,268
05,LEON,"CENTERVILLE, S. (WOODBINE W-1)",AMERRIL ENERGY LLC,019786,"CHAMPION RANCH ""B""",O,03504,1,28931217,75
03,HARRIS,MYKAWA NEW (MIO. 3625),"SMITH, L. C.",793200,"FORBES, E. E.",G,035060,3,20180131,243
05,LEON,LEONA (SUB-CLARKSVILLE),GARY OIL & GAS,296665,NASH,O,03508,1 A,28930749,279
05,LEON,PLEASANT RIDGE (WOODBINE),AMERRIL ENERGY LLC,019786,"FOBBS, JOSEPH NO. B-1",O,03510,B  1,28930988,255
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,MESQUITE LAND & MINERALS CO.,561921,"BERNSTEIN, B.",O,03532,5,41701382,114
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,MESQUITE LAND & MINERALS CO.,561921,"BERNSTEIN, B.",O,03532,7,41781543,153
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,MESQUITE LAND & MINERALS CO.,561921,"BERNSTEIN, B.",O,03532,8,41781544,279
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,MESQUITE LAND & MINERALS CO.,561921,"BERNSTEIN, B.",O,03532,10,41781545,198
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,MESQUITE LAND & MINERALS CO.,561921,"BERNSTEIN, B.",O,03532,11,41781546,198
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,MESQUITE LAND & MINERALS CO.,561921,"BERNSTEIN, B.",O,03532,13,41781547,279
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,MESQUITE LAND & MINERALS CO.,561921,"BERNSTEIN, B.",O,03532,14,41735403,279
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,MESQUITE LAND & MINERALS CO.,561921,"BERNSTEIN, B.",O,03532,15,41735404,279
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,16,41710492,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,17,41733322,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,18,41710491,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,19,41710490,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,20,41710489,78
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,21,41733323,78
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,22,41731931,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,23,41733321,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,24,41733318,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,25,41733324,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,5,41712402,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,6,41701530,56
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,9,41710498,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,8,41701306,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,10,41710497,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,11,41710496,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,12,41781566,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,13,41710495,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,14,41710494,69
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,PRICKLY PAIR PRODUCTION,677108,"DOUGLAS, W. L.",O,03537,15,41710493,69
04,NUECES,"SAXET, DEEP (7400)","SALVADOR OIL, LLC",744509,WEIL -C-,G,035470,8,35505810,81
05,NAVARRO,"CHENEYBORO, SW. (9585)","ALARON ENERGY, INC.",010450,"LIVELY, DEE GARRETT ""A""",O,03561,1,34931150,76
7C,CONCHO,"SPECK, NORTH (STRAWN)",J & J SERVICES COMPANY,427662,"CARTER, R. L.",O,03573,8 L,09500283,63
02,JACKSON,"LOLITA, NORTH (FRIO 6390)",JACKSON COUNTY VACUUM TR SER INC,428126,"CLEMENT, W. H., JR.",O,03588,1D,23903335,101
7B,PARKER,MEEKER (CONGLOMERATE 3850),MINGUS OIL & GAS,569683,"MILLER, ET AL",G,035973,1,36700158,49
02,REFUGIO,REFUGIO OLD,"STARRETT, C. E.",816000,"RYALS, N. J.",O,03599,10,39180899,279
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,2,33180534,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,A  4,33100342,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,B  3,33180375,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,C  2,33131906,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,D  1,33132422,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,D  2,33132986,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,1,33134442,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,15,33134481,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,8,33134455,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,6,33134453,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,2A,33134443,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,4,33134445,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,14,33134480,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,9,33134456,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,3,33134444,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,7,33134454,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,10,33134457,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,5,33134446,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,18,33134485,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,20A,33134494,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,23,33134489,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,25,33134493,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,22,33134488,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,17,33134484,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,16,33134483,23
01,MILAM,MINERVA-ROCKDALE,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",O,03608,24,33134490,23
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"ANDERSON, D. I.",O,03609,1,17930152,49
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"ANDERSON, D. I.",O,03609,2,17930659,49
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"ANDERSON, D. I.",O,03609,3,17931273,49
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"ANDERSON, D. I.",O,03609,4,17931858,49
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"ANDERSON, D. I.",O,03609,5,17931936,49
08,REEVES,"REAVES, N. (3200)",RE-OP CORP.,695742,REEVES -AM- FEE,G,036114,1,38910160,221
08,REEVES,"REAVES, N. (3200)",RE-OP CORP.,695742,REEVES -AM- FEE,G,036115,2,38910180,221
10,MOORE,PANHANDLE MOORE COUNTY FIELD,PETRO HALEY,660062,SNEED,O,03633,3,34130018,150
10,MOORE,PANHANDLE MOORE COUNTY FIELD,PETRO HALEY,660062,SNEED,O,03633,4,34130019,279
10,MOORE,PANHANDLE MOORE COUNTY FIELD,PETRO HALEY,660062,SNEED,O,03633,5,34130024,279
05,ROBERTSON,ICI (GEORGETOWN),"WEATHERLY OIL & GAS, LLC",902815,POWER-TRUST / T BAR-X,O,03636,1,39530570,31
04,STARR,RICABY ( 800),MOMENTUM PRODUCTION CORP.,574329,"PENA, SAMUEL, ET AL",G,036421,1,42702819,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"SHEPHERD, A. T.",O,03643,2,17930023,33
01,CALDWELL,TENNEY CREEK,"GREAT PLAINS RESOURCES, INC.",328746,"MITCHELL, J. C.",O,03650,1,05504890,279
01,CALDWELL,TENNEY CREEK,"GREAT PLAINS RESOURCES, INC.",328746,"MITCHELL, J. C.",O,03650,2,05530817,279
01,GUADALUPE,DARST CREEK (BUDA),ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -C-",O,03660,1C,18703043,121
01,GUADALUPE,DARST CREEK (BUDA),ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -C-",O,03660,2C,18703042,279
01,GUADALUPE,DARST CREEK (BUDA),ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -C-",O,03660,3C,18703044,279
01,GUADALUPE,DARST CREEK (BUDA),ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -C-",O,03660,4C,18703045,279
05,ROBERTSON,HILLTOP RESORT (AUSTIN CHALK),"NEWTON CORP.,THE",608609,HOPPESS,O,03661,1H,39530263,207
7B,SHACKELFORD,WINDHAM (ELLENBURGER),"TILTON, GEORGIA BELLE",860220,"WINDHAM, J. D. -A-",O,03684,1,41781974,279
03,HARDIN,"SARATOGA, WEST",VOTAW PRODUCTION COMPANY LLC,887576,GULF-HOPKINS FEE TRACT 23,O,03685,2,19900914,268
03,HARDIN,"SARATOGA, WEST",VOTAW PRODUCTION COMPANY LLC,887576,GULF-HOPKINS FEE TRACT 23,O,03685,2301,19900915,64
03,HARDIN,"SARATOGA, WEST",VOTAW PRODUCTION COMPANY LLC,887576,GULF-HOPKINS FEE TRACT 24,O,03686,1,19900913,174
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,ANDERSON -B-,O,03688,1W,17985152,45
7B,SHACKELFORD,WINDHAM (TANNEHILL),"TILTON, GEORGIA BELLE",860220,"WINDHAM, J. D. -C-",O,03691,7,41781977,279
02,REFUGIO,REFUGIO OLD (5600),"EAGLEFORD OPERATING, INC.",238468,RYALS ESTATE -P-,G,037001,5,39103887,77
